2025-10-28 19:58:28, Instruction: 0xffff800010ba71f0, Mem: 2847767549, Flipped bit 0, Flipped 2847767548, [+] System running normally
2025-10-28 20:30:57, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 20, Flipped 3574806975, [+] System running normally
2025-10-28 20:30:59, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 21, Flipped 3575855551, [+] System running normally
2025-10-28 20:31:01, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 22, Flipped 3577952703, [+] System running normally
2025-10-28 20:31:03, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 23, Flipped 3582147007, [+] System running normally
2025-10-28 20:31:05, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 24, Flipped 3556981183, [+] System running normally
2025-10-28 20:31:07, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 25, Flipped 3607312831, [+] System running normally
2025-10-28 20:31:09, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 26, Flipped 3506649535, [+] System running normally
2025-10-28 20:31:11, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 27, Flipped 3707976127, [+] System running normally
2025-10-28 20:31:13, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 28, Flipped 3305322943, [+] System running normally
2025-10-28 20:31:15, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 29, Flipped 4110629311, [+] System running normally
2025-10-28 20:31:17, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 30, Flipped 2500016575, [+] System running normally
2025-10-28 20:31:19, Instruction: 0xffff800010ba7218, Mem: 3573758399, Flipped bit 31, Flipped 1426274751, [+] System running normally
2025-10-28 20:31:21, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 0, Flipped 3107983969, [+] System running normally
2025-10-28 20:31:23, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 1, Flipped 3107983970, [+] System running normally
2025-10-28 20:31:25, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 2, Flipped 3107983972, [+] System running normally
2025-10-28 20:31:27, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 3, Flipped 3107983976, [+] System running normally
2025-10-28 20:31:29, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 4, Flipped 3107983984, [+] System running normally
2025-10-28 20:31:31, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 5, Flipped 3107983936, [+] System running normally
2025-10-28 20:31:33, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 6, Flipped 3107983904, [+] System running normally
2025-10-28 20:31:35, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 7, Flipped 3107984096, [+] System running normally
2025-10-28 20:31:37, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 8, Flipped 3107984224, [+] System running normally
2025-10-28 20:31:39, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 9, Flipped 3107983456, [+] System running normally
2025-10-28 20:31:41, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 10, Flipped 3107984992, [+] System running normally
2025-10-28 20:31:43, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 11, Flipped 3107986016, [+] System running normally
2025-10-28 20:31:45, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 12, Flipped 3107979872, [+] System running normally
2025-10-28 20:31:47, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 13, Flipped 3107992160, [+] System running normally
2025-10-28 20:31:49, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 14, Flipped 3108000352, [+] System running normally
2025-10-28 20:31:53, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 15, Flipped 3108016736, [+] System running normally
2025-10-28 20:31:55, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 16, Flipped 3108049504, [+] System running normally
2025-10-28 20:31:57, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 17, Flipped 3108115040, [+] System running normally
2025-10-28 20:31:59, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 18, Flipped 3108246112, [+] System running normally
2025-10-28 20:32:01, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 19, Flipped 3108508256, [+] System running normally
2025-10-28 20:32:03, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 20, Flipped 3109032544, [+] System running normally
2025-10-28 20:32:05, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 21, Flipped 3110081120, [+] System running normally
2025-10-28 20:32:07, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 22, Flipped 3103789664, [+] System running normally
2025-10-28 20:32:09, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 23, Flipped 3116372576, [+] System running normally
2025-10-28 20:32:13, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 24, Flipped 3091206752, [+] System running normally
2025-10-28 20:32:15, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 25, Flipped 3141538400, [+] System running normally
2025-10-28 20:32:17, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 26, Flipped 3175092832, [+] System running normally
2025-10-28 20:32:19, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 27, Flipped 2973766240, [+] System running normally
2025-10-28 20:32:21, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 28, Flipped 2839548512, [+] System running normally
2025-10-28 20:32:23, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 29, Flipped 2571113056, [+] System running normally
2025-10-28 20:32:25, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 30, Flipped 4181725792, [+] System running normally
2025-10-28 20:32:27, Instruction: 0xffff800010ba721c, Mem: 3107983968, Flipped bit 31, Flipped 960500320, [+] System running normally
2025-10-28 20:32:29, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 0, Flipped 922223297, [+] System running normally
2025-10-28 20:32:31, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 1, Flipped 922223298, [+] System running normally
2025-10-28 20:32:33, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 2, Flipped 922223300, [+] System running normally
2025-10-28 20:32:35, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 3, Flipped 922223304, [+] System running normally
2025-10-28 20:32:37, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 4, Flipped 922223312, [+] System running normally
2025-10-28 20:32:39, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 5, Flipped 922223328, [+] System running normally
2025-10-28 20:32:41, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 6, Flipped 922223232, [+] System running normally
2025-10-28 20:32:43, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 7, Flipped 922223168, [+] System running normally
2025-10-28 20:32:45, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 8, Flipped 922223552, [+] System running normally
2025-10-28 20:32:47, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 9, Flipped 922222784, [+] System running normally
2025-10-28 20:32:49, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 10, Flipped 922224320, [+] System running normally
2025-10-28 20:32:51, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 11, Flipped 922225344, [+] System running normally
2025-10-28 20:32:53, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 12, Flipped 922227392, [+] System running normally
2025-10-28 20:32:57, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 13, Flipped 922231488, [+] System running normally
2025-10-28 20:33:00, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 14, Flipped 922239680, [+] System running normally
2025-10-28 20:33:02, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 15, Flipped 922256064, [+] System running normally
2025-10-28 20:33:04, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 16, Flipped 922288832, [+] System running normally
2025-10-28 20:33:06, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 17, Flipped 922354368, [+] System running normally
2025-10-28 20:33:10, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 18, Flipped 922485440, [+] System running normally
2025-10-28 20:33:12, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 19, Flipped 921699008, [+] System running normally
2025-10-28 20:33:14, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 20, Flipped 921174720, [+] System running normally
2025-10-28 20:33:16, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 21, Flipped 920126144, [+] System running normally
2025-10-28 20:33:18, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 22, Flipped 918028992, [+] System running normally
2025-10-28 20:33:20, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 23, Flipped 913834688, [+] System running normally
2025-10-28 20:33:22, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 24, Flipped 939000512, [+] System running normally
2025-10-28 20:33:24, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 25, Flipped 888668864, [+] System running normally
2025-10-28 20:33:28, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 26, Flipped 855114432, [+] System running normally
2025-10-28 20:33:30, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 27, Flipped 1056441024, [+] System running normally
2025-10-28 20:33:32, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 28, Flipped 653787840, [+] System running normally
2025-10-28 20:33:34, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 29, Flipped 385352384, [+] System running normally
2025-10-28 20:33:38, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 30, Flipped 1995965120, [+] System running normally
2025-10-28 20:33:40, Instruction: 0xffff800010ba7220, Mem: 922223296, Flipped bit 31, Flipped 3069706944, [+] System running normally
2025-10-28 20:33:42, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 0, Flipped 2853372897, [+] System running normally
2025-10-28 20:33:44, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 1, Flipped 2853372898, [+] System running normally
2025-10-28 20:33:46, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 2, Flipped 2853372900, [!] Exception detected! [{'flag': 'Error'}, {'ESR': '0x96000004', 'raw_match': '[  354.874803]   ESR = 0x96000004'}, {'EC': '0x25 / Data Abort from current EL'}]
2025-10-28 20:37:08, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 3, Flipped 2853372904, [+] System running normally
2025-10-28 20:37:10, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 4, Flipped 2853372912, [+] System running normally
2025-10-28 20:37:12, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 5, Flipped 2853372864, [+] System running normally
2025-10-28 20:37:14, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 6, Flipped 2853372832, [+] System running normally
2025-10-28 20:37:16, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 7, Flipped 2853372768, [+] System running normally
2025-10-28 20:37:18, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 8, Flipped 2853372640, [+] System running normally
2025-10-28 20:37:20, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 9, Flipped 2853372384, [+] System running normally
2025-10-28 20:37:22, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 10, Flipped 2853373920, [+] System running normally
2025-10-28 20:37:24, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 11, Flipped 2853374944, [+] System running normally
2025-10-28 20:37:26, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 12, Flipped 2853376992, [+] System running normally
2025-10-28 20:37:28, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 13, Flipped 2853381088, [+] System running normally
2025-10-28 20:37:30, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 14, Flipped 2853389280, [+] System running normally
2025-10-28 20:37:32, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 15, Flipped 2853405664, [+] System running normally
2025-10-28 20:37:34, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 16, Flipped 2853307360, [+] System running normally
2025-10-28 20:37:36, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 17, Flipped 2853241824, [+] System running normally
2025-10-28 20:37:38, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 18, Flipped 2853635040, [+] System running normally
2025-10-28 20:37:40, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 19, Flipped 2853897184, [+] System running normally
2025-10-28 20:37:42, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 20, Flipped 2852324320, [+] System running normally
2025-10-28 20:37:44, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 21, Flipped 2855470048, [+] System running normally
2025-10-28 20:37:46, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 22, Flipped 2857567200, [+] System running normally
2025-10-28 20:37:48, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 23, Flipped 2861761504, [+] System running normally
2025-10-28 20:37:50, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 24, Flipped 2870150112, [+] System running normally
2025-10-28 20:37:52, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 25, Flipped 2819818464, [+] System running normally
2025-10-28 20:37:54, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 26, Flipped 2920481760, [+] System running normally
2025-10-28 20:37:56, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 27, Flipped 2719155168, [+] System running normally
2025-10-28 20:37:58, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 28, Flipped 3121808352, [+] System running normally
2025-10-28 20:38:02, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 29, Flipped 2316501984, [+] System running normally
2025-10-28 20:38:04, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 30, Flipped 3927114720, [+] System running normally
2025-10-28 20:38:06, Instruction: 0xffff800010ba7224, Mem: 2853372896, Flipped bit 31, Flipped 705889248, [+] System running normally
2025-10-28 20:38:08, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 0, Flipped 2549971969, [+] System running normally
2025-10-28 20:38:10, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 1, Flipped 2549971970, [+] System running normally
2025-10-28 20:38:12, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 2, Flipped 2549971972, [+] System running normally
2025-10-28 20:38:14, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 3, Flipped 2549971976, [+] System running normally
2025-10-28 20:38:16, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 4, Flipped 2549971984, [+] System running normally
2025-10-28 20:38:18, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 5, Flipped 2549972000, [+] System running normally
2025-10-28 20:38:20, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 6, Flipped 2549972032, [+] System running normally
2025-10-28 20:38:24, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 7, Flipped 2549972096, [+] System running normally
2025-10-28 20:38:26, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 8, Flipped 2549972224, [+] System running normally
2025-10-28 20:38:29, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 9, Flipped 2549972480, [+] System running normally
2025-10-28 20:38:31, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 10, Flipped 2549970944, [+] System running normally
2025-10-28 20:38:33, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 11, Flipped 2549969920, [+] System running normally
2025-10-28 20:38:35, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 12, Flipped 2549967872, [+] System running normally
2025-10-28 20:38:37, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 13, Flipped 2549963776, [+] System running normally
2025-10-28 20:38:39, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 14, Flipped 2549955584, [+] System running normally
2025-10-28 20:38:41, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 15, Flipped 2550004736, [+] System running normally
2025-10-28 20:38:43, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 16, Flipped 2549906432, [+] System running normally
2025-10-28 20:38:45, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 17, Flipped 2550103040, [+] System running normally
2025-10-28 20:38:47, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 18, Flipped 2549709824, [+] System running normally
2025-10-28 20:38:49, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 19, Flipped 2549447680, [+] System running normally
2025-10-28 20:38:51, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 20, Flipped 2548923392, [+] System running normally
2025-10-28 20:38:53, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 21, Flipped 2547874816, [+] System running normally
2025-10-28 20:38:55, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 22, Flipped 2545777664, [+] System running normally
2025-10-28 20:38:57, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 23, Flipped 2541583360, [+] System running normally
2025-10-28 20:38:59, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 24, Flipped 2533194752, [+] System running normally
2025-10-28 20:39:01, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 25, Flipped 2516417536, [+] System running normally
2025-10-28 20:39:03, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 26, Flipped 2482863104, [+] System running normally
2025-10-28 20:39:05, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 27, Flipped 2684189696, [+] System running normally
2025-10-28 20:39:07, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 28, Flipped 2281536512, [+] System running normally
2025-10-28 20:39:09, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 29, Flipped 3086842880, [+] System running normally
2025-10-28 20:39:11, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 30, Flipped 3623713792, [+] System running normally
2025-10-28 20:39:13, Instruction: 0xffff800010ba7228, Mem: 2549971968, Flipped bit 31, Flipped 402488320, [+] System running normally
2025-10-28 20:39:15, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 0, Flipped 2839630834, [+] System running normally
2025-10-28 20:39:17, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 1, Flipped 2839630833, [+] System running normally
2025-10-28 20:39:19, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 2, Flipped 2839630839, [+] System running normally
2025-10-28 20:39:21, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 3, Flipped 2839630843, [+] System running normally
2025-10-28 20:39:23, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 4, Flipped 2839630819, [+] System running normally
2025-10-28 20:39:25, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 5, Flipped 2839630803, [+] System running normally
2025-10-28 20:39:27, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 6, Flipped 2839630771, [+] System running normally
2025-10-28 20:39:29, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 7, Flipped 2839630707, [+] System running normally
2025-10-28 20:39:31, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 8, Flipped 2839630579, [+] System running normally
2025-10-28 20:39:33, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 9, Flipped 2839630323, [+] System running normally
2025-10-28 20:39:35, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 10, Flipped 2839631859, [+] System running normally
2025-10-28 20:39:37, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 11, Flipped 2839632883, [+] System running normally
2025-10-28 20:39:39, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 12, Flipped 2839626739, [+] System running normally
2025-10-28 20:39:41, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 13, Flipped 2839639027, [+] System running normally
2025-10-28 20:39:45, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 14, Flipped 2839614451, [+] System running normally
2025-10-28 20:39:47, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 15, Flipped 2839663603, [+] System running normally
2025-10-28 20:39:49, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 16, Flipped 2839565299, [+] System running normally
2025-10-28 20:39:51, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 17, Flipped 2839761907, [+] System running normally
2025-10-28 20:39:53, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 18, Flipped 2839892979, [+] System running normally
2025-10-28 20:39:55, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 19, Flipped 2840155123, [+] System running normally
2025-10-28 20:39:57, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 20, Flipped 2840679411, [+] System running normally
2025-10-28 20:39:59, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 21, Flipped 2841727987, [+] System running normally
2025-10-28 20:40:01, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 22, Flipped 2835436531, [+] System running normally
2025-10-28 20:40:03, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 23, Flipped 2848019443, [+] System running normally
2025-10-28 20:40:05, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 24, Flipped 2822853619, [+] System running normally
2025-10-28 20:40:07, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 25, Flipped 2873185267, [+] System running normally
2025-10-28 20:40:09, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 26, Flipped 2906739699, [+] System running normally
2025-10-28 20:40:11, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 27, Flipped 2705413107, [+] System running normally
2025-10-28 20:40:13, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 28, Flipped 3108066291, [+] System running normally
2025-10-28 20:40:17, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 29, Flipped 2302759923, [+] System running normally
2025-10-28 20:40:19, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 30, Flipped 3913372659, [+] System running normally
2025-10-28 20:40:21, Instruction: 0xffff800010ba722c, Mem: 2839630835, Flipped bit 31, Flipped 692147187, [+] System running normally
2025-10-28 20:40:23, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 0, Flipped 2831383548, [+] System running normally
2025-10-28 20:40:25, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 1, Flipped 2831383551, [+] System running normally
2025-10-28 20:40:27, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 2, Flipped 2831383545, [+] System running normally
2025-10-28 20:40:29, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 3, Flipped 2831383541, [+] System running normally
2025-10-28 20:40:31, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 4, Flipped 2831383533, [+] System running normally
2025-10-28 20:40:33, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 5, Flipped 2831383517, [+] System running normally
2025-10-28 20:40:35, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 6, Flipped 2831383485, [+] System running normally
2025-10-28 20:40:37, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 7, Flipped 2831383421, [+] System running normally
2025-10-28 20:40:39, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 8, Flipped 2831383293, [+] System running normally
2025-10-28 20:40:41, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 9, Flipped 2831383037, [+] System running normally
2025-10-28 20:40:43, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 10, Flipped 2831384573, [+] System running normally
2025-10-28 20:40:45, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 11, Flipped 2831381501, [+] System running normally
2025-10-28 20:40:47, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 12, Flipped 2831379453, [+] System running normally
2025-10-28 20:40:49, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 13, Flipped 2831375357, [+] System running normally
2025-10-28 20:40:51, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 14, Flipped 2831367165, [+] System running normally
2025-10-28 20:40:54, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 15, Flipped 2831416317, [+] System running normally
2025-10-28 20:40:56, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 16, Flipped 2831318013, [+] System running normally
2025-10-28 20:40:58, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 17, Flipped 2831252477, [+] System running normally
2025-10-28 20:41:00, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 18, Flipped 2831645693, [+] System running normally
2025-10-28 20:41:02, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 19, Flipped 2831907837, [+] System running normally
2025-10-28 20:41:04, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 20, Flipped 2832432125, [+] System running normally
2025-10-28 20:41:06, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 21, Flipped 2833480701, [+] System running normally
2025-10-28 20:41:08, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 22, Flipped 2827189245, [+] System running normally
2025-10-28 20:41:10, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 23, Flipped 2822994941, [+] System running normally
2025-10-28 20:41:12, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 24, Flipped 2848160765, [+] System running normally
2025-10-28 20:41:16, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 25, Flipped 2864937981, [+] System running normally
2025-10-28 20:41:18, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 26, Flipped 2898492413, [+] System running normally
2025-10-28 20:41:20, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 27, Flipped 2697165821, [+] System running normally
2025-10-28 20:41:22, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 28, Flipped 3099819005, [+] System running normally
2025-10-28 20:41:24, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 29, Flipped 2294512637, [+] System running normally
2025-10-28 20:41:26, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 30, Flipped 3905125373, [+] System running normally
2025-10-28 20:41:28, Instruction: 0xffff800010ba7230, Mem: 2831383549, Flipped bit 31, Flipped 683899901, [+] System running normally
2025-10-28 20:41:30, Instruction: 0xffff800010ba7234, Mem: 3596551104, Flipped bit 0, Flipped 3596551105, [+] System running normally
2025-10-28 20:41:32, Instruction: 0xffff800010ba7234, Mem: 3596551104, Flipped bit 1, Flipped 3596551106, [!] Exception detected! [{'flag': 'Error'}, {'Oops': 'Oops - BUG: 0 [#1] PREEMPT SMP'}]
